state,population,date,deaths
CA,39512223,2022-01-22,78469
CA,39512223,2022-01-23,78538
CA,39512223,2022-01-24,78720
CA,39512223,2022-01-25,78806
CA,39512223,2022-01-26,79062
CA,39512223,2022-01-27,79329
CA,39512223,2022-01-28,79615
CA,39512223,2022-01-29,79696
CA,39512223,2022-01-30,79740
CA,39512223,2022-01-31,79986
CA,39512223,2022-02-01,80126
CA,39512223,2022-02-02,80443
CA,39512223,2022-02-03,80622
CA,39512223,2022-02-04,80859
CA,39512223,2022-02-05,80953
CA,39512223,2022-02-06,81020
CA,39512223,2022-02-07,81302
CA,39512223,2022-02-08,81482
CA,39512223,2022-02-09,81823
CA,39512223,2022-02-10,82062
CA,39512223,2022-02-11,82364
CA,39512223,2022-02-12,82454
CA,39512223,2022-02-13,82515
CA,39512223,2022-02-14,82894
CA,39512223,2022-02-15,83037
CA,39512223,2022-02-16,83320
CA,39512223,2022-02-17,83545
CA,39512223,2022-02-18,83813
CA,39512223,2022-02-19,83899
CA,39512223,2022-02-20,83957
CA,39512223,2022-02-21,83985
CA,39512223,2022-02-22,84324
CA,39512223,2022-02-23,84422
CA,39512223,2022-02-24,84677
CA,39512223,2022-02-25,84922
CA,39512223,2022-02-26,84987
CA,39512223,2022-02-27,84990
CA,39512223,2022-02-28,85397
CA,39512223,2022-03-01,85486
CA,39512223,2022-03-02,85755
CA,39512223,2022-03-03,85951
CA,39512223,2022-03-04,86141
CA,39512223,2022-03-05,86189
CA,39512223,2022-03-06,86191
CA,39512223,2022-03-07,86528
CA,39512223,2022-03-08,86596
CA,39512223,2022-03-09,86802
CA,39512223,2022-03-10,86973
CA,39512223,2022-03-11,87117
CA,39512223,2022-03-12,87169
CA,39512223,2022-03-13,87171
CA,39512223,2022-03-14,87455
CA,39512223,2022-03-15,87499
CA,39512223,2022-03-16,87644
CA,39512223,2022-03-17,87789
CA,39512223,2022-03-18,87908
CA,39512223,2022-03-19,87931
CA,39512223,2022-03-20,87933
CA,39512223,2022-03-21,88120
CA,39512223,2022-03-22,88162
CA,39512223,2022-03-23,88264
CA,39512223,2022-03-24,88390
CA,39512223,2022-03-25,88493
CA,39512223,2022-03-26,88512
CA,39512223,2022-03-27,88512
CA,39512223,2022-03-28,88618
CA,39512223,2022-03-29,88635
CA,39512223,2022-03-30,88724
CA,39512223,2022-03-31,88793
CO,5758736,2022-01-01,10815
CO,5758736,2022-01-02,10840
CO,5758736,2022-01-03,10921
CO,5758736,2022-01-04,10972
CO,5758736,2022-01-05,11022
CO,5758736,2022-01-06,11080
CO,5758736,2022-01-07,11129
CO,5758736,2022-01-08,11159
CO,5758736,2022-01-09,11186
CO,5758736,2022-01-10,11265
CO,5758736,2022-01-11,11332
CO,5758736,2022-01-12,11374
CO,5758736,2022-01-13,11431
CO,5758736,2022-01-14,11494
CO,5758736,2022-01-15,11508
CO,5758736,2022-01-16,11529
CO,5758736,2022-01-17,11584
CO,5758736,2022-01-18,11640
CO,5758736,2022-01-19,11676
CO,5758736,2022-01-20,11711
CO,5758736,2022-01-21,11744
CO,5758736,2022-01-22,11773
CO,5758736,2022-01-23,11798
CO,5758736,2022-01-24,11857
CO,5758736,2022-01-25,11884
CO,5758736,2022-01-26,11915
CO,5758736,2022-01-27,11951
CO,5758736,2022-01-28,11981
CO,5758736,2022-01-29,12002
