date,state,inpatient_beds
2021-02-07T00:00:00.000,PA,23122.0
2021-02-07T00:00:00.000,PR,4623.7
2021-02-07T00:00:00.000,RI,1739.8999999999999
2021-02-07T00:00:00.000,SC,7229.4
2021-02-07T00:00:00.000,SD,1266.8
2021-02-07T00:00:00.000,TN,12119.3
2021-02-07T00:00:00.000,TX,45126.3
2021-02-07T00:00:00.000,UT,2985.2
2021-02-07T00:00:00.000,VA,11871.9
2021-02-07T00:00:00.000,VI,99.4
2021-02-07T00:00:00.000,VT,731.8000000000001
2021-02-07T00:00:00.000,WA,8437.0
2021-02-07T00:00:00.000,WI,7259.0
2021-02-07T00:00:00.000,WV,3783.9
2021-02-07T00:00:00.000,WY,529.1
2021-02-14T00:00:00.000,AK,632.5
2021-02-14T00:00:00.000,AL,10111.3
2021-02-14T00:00:00.000,AR,5044.3
2021-02-14T00:00:00.000,AZ,9633.3
2021-02-14T00:00:00.000,CA,45253.5
2021-02-14T00:00:00.000,CO,6664.2
2021-02-14T00:00:00.000,CT,6003.900000000001
2021-02-14T00:00:00.000,DC,2351.5
2021-02-14T00:00:00.000,DE,1800.3
2021-02-14T00:00:00.000,FL,41327.5
2021-02-14T00:00:00.000,GA,15156.6
2021-02-14T00:00:00.000,GU,194.0
2021-02-14T00:00:00.000,HI,1772.3
2021-02-14T00:00:00.000,IA,4392.3
2021-02-14T00:00:00.000,ID,1725.6
2021-02-14T00:00:00.000,IL,18707.8
2021-02-14T00:00:00.000,IN,9772.7
2021-02-14T00:00:00.000,KS,4387.5
2021-02-14T00:00:00.000,KY,7057.5
2021-02-14T00:00:00.000,LA,8047.5
2021-02-14T00:00:00.000,MA,13276.5
2021-02-14T00:00:00.000,MD,7894.4
2021-02-14T00:00:00.000,ME,1893.8
2021-02-14T00:00:00.000,MI,14917.7
2021-02-14T00:00:00.000,MN,6671.5
2021-02-14T00:00:00.000,MO,10808.2
2021-02-14T00:00:00.000,MP,53.3
2021-02-14T00:00:00.000,MS,4948.7
2021-02-14T00:00:00.000,MT,1640.6000000000001
2021-02-14T00:00:00.000,NC,16208.3
2021-02-14T00:00:00.000,ND,1332.9
2021-02-14T00:00:00.000,NE,2536.9
2021-02-14T00:00:00.000,NH,1903.8000000000002
2021-02-14T00:00:00.000,NJ,14392.9
2021-02-14T00:00:00.000,NM,2507.8
2021-02-14T00:00:00.000,NV,5263.7
2021-02-14T00:00:00.000,NY,34956.0
2021-02-14T00:00:00.000,OH,19537.0
2021-02-14T00:00:00.000,OK,6097.3
2021-02-14T00:00:00.000,OR,4946.6
2021-02-14T00:00:00.000,PA,22652.100000000002
