state,date,series_complete_yes,booster_doses
DE,2022-01-03,627168,222328
DE,2022-01-04,627242,222425
DE,2022-01-05,627765,223601
DE,2022-01-06,627808,223701
DE,2022-01-07,628955,227598
DE,2022-01-08,629732,230357
DE,2022-01-09,629785,230437
DE,2022-01-10,629822,230482
DE,2022-01-11,631287,235144
DE,2022-01-12,631345,235260
DE,2022-01-13,632523,238895
DE,2022-01-14,633330,241378
DE,2022-01-15,633996,244134
DE,2022-01-16,634030,244220
DE,2022-01-17,634047,244277
DE,2022-01-18,634068,244332
DE,2022-01-19,638671,249202
DE,2022-01-20,639346,251224
DE,2022-01-21,640070,253157
DE,2022-01-22,640837,255327
DE,2022-01-23,640897,255477
DE,2022-01-24,640922,255511
DE,2022-01-25,642180,260651
DE,2022-01-26,642616,262015
DE,2022-01-27,643213,263846
DE,2022-01-28,643874,265681
DE,2022-01-29,644590,267372
DE,2022-01-30,644643,267426
DE,2022-01-31,644659,267446
DE,2022-02-01,645787,270558
DE,2022-02-02,646194,271242
DE,2022-02-03,646255,271299
DE,2022-02-04,647425,273532
DE,2022-02-05,648127,274749
DE,2022-02-06,648182,274781
DE,2022-02-07,648215,274833
DE,2022-02-08,649602,277351
DE,2022-02-09,649952,278038
DE,2022-02-10,650563,278954
DE,2022-02-11,651222,279871
DE,2022-02-12,651827,280651
DE,2022-02-13,651856,280678
DE,2022-02-14,651868,280688
DE,2022-02-15,651892,280709
DE,2022-02-16,653413,282749
DE,2022-02-17,654010,283353
DE,2022-02-18,654528,283878
DE,2022-02-19,655127,284502
DE,2022-02-20,655153,284551
DE,2022-02-21,655188,284567
DE,2022-02-22,656177,285777
DE,2022-02-23,656484,286108
DE,2022-02-24,656886,286641
DE,2022-02-25,657350,287115
DE,2022-02-26,657871,287547
DE,2022-02-27,657925,287566
DE,2022-02-28,657943,287574
DE,2022-03-01,657961,287597
DE,2022-03-02,659106,288851
DE,2022-03-03,659134,288878
DE,2022-03-04,659838,289648
DE,2022-03-05,659854,289660
DE,2022-03-06,659871,289670
DE,2022-03-07,659877,289674
DE,2022-03-08,660893,290861
DE,2022-03-09,661150,291128
DE,2022-03-10,661447,291440
DE,2022-03-11,661701,291673
DE,2022-03-12,661999,291953
DE,2022-03-13,662010,291958
DE,2022-03-14,662412,292358
DE,2022-03-15,662432,292376
DE,2022-03-16,662698,292626
DE,2022-03-17,662913,292907
DE,2022-03-18,663120,293177
DE,2022-03-19,663314,293383
DE,2022-03-20,663337,293423
DE,2022-03-21,663355,293430
DE,2022-03-22,663757,293968
DE,2022-03-23,663905,294158
DE,2022-03-24,664214,294550
DE,2022-03-25,664421,294769
DE,2022-03-26,664639,294997
DE,2022-03-27,664646,295004
DE,2022-03-28,664659,295011
DE,2022-03-29,664670,295016
DE,2022-03-30,665219,295611
DE,2022-03-31,665413,295834
FL,2022-01-01,13620380,4316782
FL,2022-01-02,13620380,4316782
FL,2022-01-03,13620652,4317155
FL,2022-01-04,13648680,4436417
FL,2022-01-05,13659111,4464061
FL,2022-01-06,13659557,4465318
FL,2022-01-07,13682220,4545339
FL,2022-01-08,13693288,4588132
FL,2022-01-09,13704741,4635886
FL,2022-01-10,13715796,4679386
FL,2022-01-11,13723349,4709730
FL,2022-01-12,13732461,4739638
FL,2022-01-13,13744395,4778139
FL,2022-01-14,13754878,4813702
FL,2022-01-15,13765229,4847174
FL,2022-01-16,13774990,4879418
FL,2022-01-17,13781573,4913777
FL,2022-01-18,13786379,4937329
FL,2022-01-19,13866557,4937825
FL,2022-01-20,13866645,4938723
FL,2022-01-21,13893520,5007101
FL,2022-01-22,13903093,5027934
FL,2022-01-23,13912911,5051535
FL,2022-01-24,13920775,5074493
FL,2022-01-25,13925339,5090432
FL,2022-01-26,13933423,5106433
FL,2022-01-27,13943699,5124088
FL,2022-01-28,13953387,5139141
FL,2022-01-29,13962382,5154132
FL,2022-01-30,13971855,5169202
FL,2022-01-31,13981450,5185306
FL,2022-02-01,13987885,5195940
FL,2022-02-02,13995404,5207130
FL,2022-02-03,14004494,5219017
FL,2022-02-04,14011491,5228842
FL,2022-02-05,14020139,5240178
FL,2022-02-06,14029420,5252588
FL,2022-02-07,14038520,5266895
FL,2022-02-08,14044921,5276469
FL,2022-02-09,14051493,5285786
FL,2022-02-10,14059401,5296694
FL,2022-02-11,14066377,5306542
FL,2022-02-12,14072842,5315766
FL,2022-02-13,14073160,5316115
FL,2022-02-14,14085719,5333902
FL,2022-02-15,14090585,5340291
FL,2022-02-16,14095474,5347572
FL,2022-02-17,14106658,5355274
FL,2022-02-18,14112498,5362879
FL,2022-02-19,14118218,5370757
FL,2022-02-20,14124186,5378937
FL,2022-02-21,14129536,5387270
FL,2022-02-22,14133708,5393158
FL,2022-02-23,14140275,5400371
FL,2022-02-24,14140484,5400659
FL,2022-02-25,14140496,5400872
FL,2022-02-26,14155716,5422571
FL,2022-02-27,14160963,5429953
FL,2022-02-28,14165710,5437409
FL,2022-03-01,14169133,5443076
FL,2022-03-02,14173431,5449480
FL,2022-03-03,14178300,5456573
FL,2022-03-04,14182677,5463096
FL,2022-03-05,14186950,5469271
FL,2022-03-06,14190955,5475277
FL,2022-03-07,14194505,5480931
FL,2022-03-08,14197009,5485003
FL,2022-03-09,14203378,5494029
FL,2022-03-10,14207223,5499648
FL,2022-03-11,14210657,5504705
FL,2022-03-12,14213956,5509546
FL,2022-03-13,14217598,5514466
FL,2022-03-14,14220528,5518861
FL,2022-03-15,14222654,5522107
FL,2022-03-16,14223127,5522219
FL,2022-03-17,14229442,5531796
FL,2022-03-18,14234524,5537395
FL,2022-03-19,14237748,5542518
FL,2022-03-20,14240942,5548105
FL,2022-03-21,14243320,5552851
FL,2022-03-22,14245008,5556386
FL,2022-03-23,14247760,5560594
FL,2022-03-24,14251619,5566050
FL,2022-03-25,14254677,5570714
FL,2022-03-26,14257680,5575356
FL,2022-03-27,14261612,5579884
FL,2022-03-28,14263907,5584327
FL,2022-03-29,14265636,5587685
FL,2022-03-30,14268442,5591594
FL,2022-03-31,14271700,5595946
GA,2022-01-01,5438749,1555982
GA,2022-01-02,5438749,1555982
GA,2022-01-03,5438928,1556205
GA,2022-01-04,5439187,1556737
GA,2022-01-05,5451292,1592147
GA,2022-01-06,5458048,1610217
GA,2022-01-07,5458389,1610851
GA,2022-01-08,5458691,1611380
GA,2022-01-09,5458880,1611816
GA,2022-01-10,5458987,1612091
GA,2022-01-11,5459220,1612477
GA,2022-01-12,5488523,1695747
GA,2022-01-13,5495289,1712092
GA,2022-01-14,5501585,1726812
GA,2022-01-15,5502016,1727425
GA,2022-01-16,5502142,1727655
GA,2022-01-17,5502200,1727834
GA,2022-01-18,5502398,1728164
GA,2022-01-19,5558243,1783059
GA,2022-01-20,5563349,1794783
GA,2022-01-21,5573435,1813929
GA,2022-01-22,5573732,1814263
GA,2022-01-23,5574060,1814654
GA,2022-01-24,5574282,1814780
GA,2022-01-25,5589109,1842992
GA,2022-01-26,5592040,1848898
GA,2022-01-27,5597004,1857386
GA,2022-01-28,5603133,1866003
GA,2022-01-29,5608877,1874057
GA,2022-01-30,5609172,1874258
GA,2022-01-31,5609293,1874369
GA,2022-02-01,5618584,1887071
GA,2022-02-02,5622805,1892196
GA,2022-02-03,5626517,1898016
GA,2022-02-04,5631268,1904346
GA,2022-02-05,5636655,1910643
GA,2022-02-06,5637004,1910790
GA,2022-02-07,5637130,1910872
GA,2022-02-08,5651698,1927460
GA,2022-02-09,5654096,1930498
GA,2022-02-10,5654378,1930738
GA,2022-02-11,5654775,1930926
GA,2022-02-12,5655144,1931108
GA,2022-02-13,5655309,1931229
GA,2022-02-14,5655418,1931322
GA,2022-02-15,5671923,1951286
GA,2022-02-16,5674761,1955525
GA,2022-02-17,5665409,1958880
GA,2022-02-18,5668769,1963164
GA,2022-02-19,5671974,1967014
GA,2022-02-20,5672065,1967110
GA,2022-02-21,5672129,1967170
GA,2022-02-22,5680810,1977852
GA,2022-02-23,5682440,1979924
GA,2022-02-24,5684843,1983150
GA,2022-02-25,5688252,1987104
GA,2022-02-26,5691136,1990506
GA,2022-02-27,5691337,1990576
GA,2022-02-28,5691391,1990631
GA,2022-03-01,5699023,2000489
GA,2022-03-02,5699175,2000582
GA,2022-03-03,5700821,2003157
GA,2022-03-04,5704385,2008187
GA,2022-03-05,5710233,2015615
GA,2022-03-06,5710465,2015709
GA,2022-03-07,5710545,2015758
GA,2022-03-08,5715203,2022297
GA,2022-03-09,5716542,2023752
GA,2022-03-10,5720015,2028161
GA,2022-03-11,5722256,2030726
GA,2022-03-12,5725715,2034358
GA,2022-03-13,5725840,2034403
GA,2022-03-14,5725913,2034434
GA,2022-03-15,5732995,2042975
GA,2022-03-16,5733124,2043030
GA,2022-03-17,5734815,2044956
GA,2022-03-18,5736709,2046877
GA,2022-03-19,5738741,2049405
GA,2022-03-20,5738915,2049457
GA,2022-03-21,5738949,2049483
GA,2022-03-22,5744777,2058052
GA,2022-03-23,5744888,2058134
GA,2022-03-24,5746575,2060432
GA,2022-03-25,5746675,2060487
GA,2022-03-26,5748454,2062745
GA,2022-03-27,5748537,2062777
GA,2022-03-28,5748573,2062795
GA,2022-03-29,5748707,2062873
GA,2022-03-30,5754897,2072887
GA,2022-03-31,5757080,2076089
GU,2022-01-01,127114,32884
GU,2022-01-02,127114,32884
GU,2022-01-03,127145,32971
GU,2022-01-04,127146,32972
GU,2022-01-05,127315,33213
GU,2022-01-06,127519,33677
GU,2022-01-07,127538,33678
GU,2022-01-08,127678,34438
GU,2022-01-09,127707,34438
GU,2022-01-10,127851,34980
GU,2022-01-11,128040,35360
GU,2022-01-12,128062,35362
GU,2022-01-13,128105,35371
GU,2022-01-14,128616,36742
GU,2022-01-15,128760,37350
GU,2022-01-16,128762,37350
GU,2022-01-17,128776,37501
GU,2022-01-18,128776,37501
GU,2022-01-19,128937,39009
GU,2022-01-20,129152,39437
GU,2022-01-21,129295,39892
GU,2022-01-22,129517,40176
GU,2022-01-23,129560,40562
GU,2022-01-24,129567,40620
GU,2022-01-25,129843,41074
GU,2022-01-26,129848,41075
GU,2022-01-27,130323,42133
GU,2022-01-28,130565,42586
GU,2022-01-29,130790,43022
GU,2022-01-30,130801,43022
GU,2022-01-31,130914,43359
GU,2022-02-01,130916,43359
GU,2022-02-02,131319,44584
GU,2022-02-03,131450,45247
GU,2022-02-04,131555,45535
GU,2022-02-05,131562,45535
GU,2022-02-06,131757,46107
GU,2022-02-07,131965,46362
GU,2022-02-08,131965,46362
GU,2022-02-09,132394,47483
GU,2022-02-10,132546,47915
GU,2022-02-11,132684,48258
GU,2022-02-12,132804,48606
GU,2022-02-13,132812,48606
GU,2022-02-14,132812,48606
GU,2022-02-15,133094,49498
GU,2022-02-16,133099,49498
GU,2022-02-17,133741,49498
GU,2022-02-18,134130,50478
GU,2022-02-19,134269,50722
GU,2022-02-20,134269,50722
GU,2022-02-21,134269,50722
GU,2022-02-22,134365,50869
GU,2022-02-23,134682,51716
GU,2022-02-24,134682,51716
GU,2022-02-25,134904,52554
GU,2022-02-26,135043,52827
GU,2022-02-27,135054,52827
GU,2022-02-28,135191,52989
GU,2022-03-01,135384,53234
GU,2022-03-02,135503,53544
GU,2022-03-03,135603,53810
GU,2022-03-04,135723,54064
GU,2022-03-05,135728,54064
GU,2022-03-06,135737,54065
GU,2022-03-07,135737,54065
GU,2022-03-08,135895,54585
GU,2022-03-09,136027,55011
GU,2022-03-10,136173,55270
GU,2022-03-11,136182,55271
GU,2022-03-12,136625,56161
GU,2022-03-13,136629,56161
GU,2022-03-14,136629,56161
GU,2022-03-15,136802,56494
GU,2022-03-16,137006,56797
GU,2022-03-17,137299,57332
GU,2022-03-18,137305,57333
GU,2022-03-19,137643,57845
GU,2022-03-20,137644,57845
GU,2022-03-21,137715,57914
GU,2022-03-22,137797,58000
GU,2022-03-23,137913,58240
GU,2022-03-24,137979,58333
GU,2022-03-25,138072,58529
GU,2022-03-26,138075,58529
GU,2022-03-27,138078,58529
GU,2022-03-28,138117,58676
GU,2022-03-29,138217,58915
GU,2022-03-30,138303,59036
GU,2022-03-31,138305,59036
HI,2022-01-01,0,0
HI,2022-01-02,0,0
HI,2022-01-03,0,0
HI,2022-01-04,0,0
HI,2022-01-05,0,0
HI,2022-01-06,0,0
HI,2022-01-07,0,0
HI,2022-01-08,0,0
HI,2022-01-09,0,0
HI,2022-01-10,0,0
HI,2022-01-11,0,0
HI,2022-01-12,0,0
HI,2022-01-13,0,0
HI,2022-01-14,0,0
HI,2022-01-15,0,0
HI,2022-01-16,0,0
HI,2022-01-17,0,0
HI,2022-01-18,0,0
HI,2022-01-19,0,0
HI,2022-01-20,0,0
HI,2022-01-21,0,0
HI,2022-01-22,0,0
HI,2022-01-23,0,0
HI,2022-01-24,0,0
HI,2022-01-25,0,0
HI,2022-01-26,0,0
HI,2022-01-27,0,0
HI,2022-01-28,0,0
HI,2022-01-29,0,0
HI,2022-01-30,0,0
HI,2022-01-31,0,0
HI,2022-02-01,0,0
HI,2022-02-02,0,0
HI,2022-02-03,0,0
HI,2022-02-04,0,0
HI,2022-02-05,0,0
HI,2022-02-06,0,0
HI,2022-02-07,0,0
HI,2022-02-08,0,0
HI,2022-02-09,0,0
HI,2022-02-10,0,0
HI,2022-02-11,0,0
HI,2022-02-12,0,0
HI,2022-02-13,0,0
HI,2022-02-14,0,0
HI,2022-02-15,0,0
HI,2022-02-16,0,0
HI,2022-02-17,0,0
HI,2022-02-18,0,0
HI,2022-02-19,0,0
HI,2022-02-20,0,0
HI,2022-02-21,0,0
HI,2022-02-22,0,0
HI,2022-02-23,0,0
HI,2022-02-24,0,0
HI,2022-02-25,0,0
HI,2022-02-26,0,0
HI,2022-02-27,0,0
HI,2022-02-28,0,0
HI,2022-03-01,0,0
HI,2022-03-02,0,0
HI,2022-03-03,0,0
HI,2022-03-04,0,0
HI,2022-03-05,0,0
HI,2022-03-06,0,0
HI,2022-03-07,0,0
HI,2022-03-08,0,0
HI,2022-03-09,0,0
HI,2022-03-10,0,0
HI,2022-03-11,0,0
HI,2022-03-12,0,0
HI,2022-03-13,0,0
HI,2022-03-14,0,0
HI,2022-03-15,0,0
HI,2022-03-16,0,0
HI,2022-03-17,0,0
HI,2022-03-18,0,0
HI,2022-03-19,0,0
HI,2022-03-20,0,0
HI,2022-03-21,0,0
HI,2022-03-22,0,0
HI,2022-03-23,0,0
HI,2022-03-24,0,0
HI,2022-03-25,0,0
HI,2022-03-26,0,0
HI,2022-03-27,0,0
HI,2022-03-28,0,0
HI,2022-03-29,0,0
HI,2022-03-30,0,0
HI,2022-03-31,0,0
IA,2022-01-01,1862206,831903
IA,2022-01-02,1862206,831903
IA,2022-01-03,1865936,847515
IA,2022-01-04,1866268,848304
IA,2022-01-05,1867793,852496
IA,2022-01-06,1869493,858228
IA,2022-01-07,1871138,864106
IA,2022-01-08,1872941,869336
IA,2022-01-09,1873024,869514
IA,2022-01-10,1873033,869549
IA,2022-01-11,1876275,881932
IA,2022-01-12,1877711,886859
IA,2022-01-13,1879386,893153
IA,2022-01-14,1880984,898864
IA,2022-01-15,1882618,904059
IA,2022-01-16,1882657,904151
IA,2022-01-17,1882665,904176
IA,2022-01-18,1882680,904213
IA,2022-01-19,1891167,918756
IA,2022-01-20,1892560,922823
IA,2022-01-21,1894092,926679
IA,2022-01-22,1895586,929738
IA,2022-01-23,1895640,929819
IA,2022-01-24,1895671,929844
IA,2022-01-25,1897851,936896
IA,2022-01-26,1899255,941509
IA,2022-01-27,1900354,944368
IA,2022-01-28,1901965,947712
IA,2022-01-29,1903267,950268
IA,2022-01-30,1903318,950350
IA,2022-01-31,1904276,950499
IA,2022-02-01,1906748,955872
IA,2022-02-02,1907869,958872
IA,2022-02-03,1909011,961030
IA,2022-02-04,1909060,963179
IA,2022-02-05,1910439,965317
IA,2022-02-06,1910475,965369
IA,2022-02-07,1910494,965396
IA,2022-02-08,1912879,970239
IA,2022-02-09,1913768,971851
IA,2022-02-10,1914551,973198
IA,2022-02-11,1915810,975338
IA,2022-02-12,1917002,977329
IA,2022-02-13,1917027,977366
IA,2022-02-14,1917041,977378
IA,2022-02-15,1919268,981086
IA,2022-02-16,1919913,982207
IA,2022-02-17,1920753,983610
IA,2022-02-18,1921774,985041
IA,2022-02-19,1922643,986416
IA,2022-02-20,1922654,986441
IA,2022-02-21,1922664,986446
IA,2022-02-22,1924503,989241
IA,2022-02-23,1925147,990298
IA,2022-02-24,1925828,991506
IA,2022-02-25,1926587,992548
IA,2022-02-26,1927407,993820
IA,2022-02-27,1927436,993847
IA,2022-02-28,1927441,993869
IA,2022-03-01,1928899,996149
IA,2022-03-02,1929558,997092
IA,2022-03-03,1930254,998197
IA,2022-03-04,1930847,999206
IA,2022-03-05,1931522,1000099
IA,2022-03-06,1931537,1000127
IA,2022-03-07,1931548,1000138
IA,2022-03-08,1932773,1002154
IA,2022-03-09,1933298,1002880
IA,2022-03-10,1933694,1003576
IA,2022-03-11,1934195,1004342
IA,2022-03-12,1934669,1005057
IA,2022-03-13,1934693,1005076
IA,2022-03-14,1934702,1005080
IA,2022-03-15,1935820,1006656
IA,2022-03-16,1936322,1007372
IA,2022-03-17,1936826,1008197
IA,2022-03-18,1937264,1008972
IA,2022-03-19,1937655,1009665
IA,2022-03-20,1937662,1009673
IA,2022-03-21,1937668,1009679
IA,2022-03-22,1938481,1011224
IA,2022-03-23,1938799,1011835
IA,2022-03-24,1939278,1012639
IA,2022-03-25,1939664,1013379
IA,2022-03-26,1940113,1014154
IA,2022-03-27,1940131,1014162
IA,2022-03-28,1940135,1014165
IA,2022-03-29,1941072,1016357
IA,2022-03-30,1941400,1016987
IA,2022-03-31,1941797,1017772
ID,2022-01-01,826750,317324
ID,2022-01-02,826750,317324
ID,2022-01-03,826758,317335
ID,2022-01-04,827774,322214
ID,2022-01-05,828305,324255
ID,2022-01-06,828885,326549
ID,2022-01-07,829459,328904
ID,2022-01-08,830012,331210
ID,2022-01-09,830642,334074
ID,2022-01-10,830967,335580
ID,2022-01-11,831207,336425
ID,2022-01-12,831706,338344
ID,2022-01-13,832359,340650
ID,2022-01-14,832875,342777
ID,2022-01-15,833352,345038
ID,2022-01-16,833798,347543
ID,2022-01-17,834019,348730
ID,2022-01-18,834169,349537
ID,2022-01-19,849905,353104
ID,2022-01-20,850304,354788
ID,2022-01-21,850716,356595
ID,2022-01-22,851131,358338
ID,2022-01-23,851617,360301
ID,2022-01-24,851828,361312
ID,2022-01-25,928996,362053
ID,2022-01-26,930111,363319
ID,2022-01-27,930708,364707
ID,2022-01-28,931387,366059
ID,2022-01-29,931772,367276
ID,2022-01-30,932252,368796
ID,2022-01-31,933393,369478
ID,2022-02-01,933891,369937
ID,2022-02-02,934491,370912
ID,2022-02-03,935189,372002
ID,2022-02-04,935781,373063
ID,2022-02-05,936597,374055
ID,2022-02-06,937235,375120
ID,2022-02-07,937444,375655
ID,2022-02-08,937770,376019
ID,2022-02-09,938497,376825
ID,2022-02-10,939111,377646
ID,2022-02-11,939707,378464
ID,2022-02-12,940238,379192
ID,2022-02-13,940628,380005
ID,2022-02-14,941247,380427
ID,2022-02-15,941748,380746
ID,2022-02-16,942016,381276
ID,2022-02-17,944030,381847
ID,2022-02-18,944911,382508
ID,2022-02-19,945244,383152
ID,2022-02-20,945589,383816
ID,2022-02-21,945596,383817
ID,2022-02-22,945911,383825
ID,2022-02-23,946732,384820
ID,2022-02-24,947620,385406
ID,2022-02-25,948057,385979
ID,2022-02-26,948611,386470
ID,2022-02-27,949041,387043
ID,2022-02-28,949268,387311
ID,2022-03-01,951586,387462
ID,2022-03-02,949913,387970
ID,2022-03-03,950457,388623
ID,2022-03-04,950695,389146
ID,2022-03-05,951090,389529
ID,2022-03-06,951636,389980
ID,2022-03-07,951852,390183
ID,2022-03-08,951961,390310
ID,2022-03-09,952184,390667
ID,2022-03-10,952719,391069
ID,2022-03-11,952943,391440
ID,2022-03-12,953187,391768
ID,2022-03-13,953787,392159
ID,2022-03-14,953986,392332
ID,2022-03-15,954235,392459
ID,2022-03-16,954547,392782
ID,2022-03-17,954809,393133
ID,2022-03-18,955066,393547
ID,2022-03-19,955264,393956
ID,2022-03-20,955460,394279
ID,2022-03-21,955568,394466
ID,2022-03-22,955643,394578
ID,2022-03-23,956332,394897
ID,2022-03-24,956589,395234
ID,2022-03-25,956841,395651
ID,2022-03-26,957201,395992
ID,2022-03-27,957427,396348
ID,2022-03-28,957533,396506
ID,2022-03-29,957696,396617
ID,2022-03-30,957944,396879
ID,2022-03-31,958184,397202
IL,2022-01-01,8133163,3157303
IL,2022-01-02,8133163,3157303
IL,2022-01-03,8159108,3237289
IL,2022-01-04,8162058,3243664
IL,2022-01-05,8174855,3272995
IL,2022-01-06,8193461,3311210
IL,2022-01-07,8181688,3345152
IL,2022-01-08,8194192,3380461
IL,2022-01-09,8209652,3417840
IL,2022-01-10,8217575,3447407
IL,2022-01-11,8222470,3466437
IL,2022-01-12,8237535,3497616
IL,2022-01-13,8249223,3529186
IL,2022-01-14,8235691,3564278
IL,2022-01-15,8250044,3598452
IL,2022-01-16,8264732,3633800
IL,2022-01-17,8269458,3658695
IL,2022-01-18,8272328,3674847
IL,2022-01-19,8294499,3691603
IL,2022-01-20,8310950,3724378
IL,2022-01-21,8293518,3748083
IL,2022-01-22,8310044,3777026
IL,2022-01-23,8324461,3805348
IL,2022-01-24,8330026,3828113
IL,2022-01-25,8335013,3844327
IL,2022-01-26,8345634,3861850
IL,2022-01-27,8357859,3883514
IL,2022-01-28,8349821,3906344
IL,2022-01-29,8365052,3927249
IL,2022-01-30,8378684,3947067
IL,2022-01-31,8399336,3977689
IL,2022-02-01,8404248,3988869
IL,2022-02-02,8417207,4004055
IL,2022-02-03,8428885,4019036
IL,2022-02-04,8404510,4010982
IL,2022-02-05,8414571,4020548
IL,2022-02-06,8426262,4031674
IL,2022-02-07,8435190,4042301
IL,2022-02-08,8440786,4049553
IL,2022-02-09,8449101,4059365
IL,2022-02-10,8461913,4070577
IL,2022-02-11,8444024,4079653
IL,2022-02-12,8456457,4091811
IL,2022-02-13,8467789,4102702
IL,2022-02-14,8475225,4112063
IL,2022-02-15,8479588,4117605
IL,2022-02-16,8487530,4125385
IL,2022-02-17,8499176,4132976
IL,2022-02-18,8494121,4139185
IL,2022-02-19,8503109,4145800
IL,2022-02-20,8510466,4152440
IL,2022-02-21,8516651,4158596
IL,2022-02-22,8521005,4163350
IL,2022-02-23,8526505,4169134
IL,2022-02-24,8535116,4176295
IL,2022-02-25,8530350,4181787
IL,2022-02-26,8537156,4188477
IL,2022-02-27,8544318,4195518
IL,2022-02-28,8548541,4200580
IL,2022-03-01,8552058,4204995
IL,2022-03-02,8557582,4210394
IL,2022-03-03,8566628,4217018
IL,2022-03-04,8565653,4222131
IL,2022-03-05,8573723,4228746
IL,2022-03-06,8579003,4234660
IL,2022-03-07,8582711,4239234
IL,2022-03-08,8584750,4241938
IL,2022-03-09,8592000,4246424
IL,2022-03-10,8597474,4251180
IL,2022-03-11,8585127,4249635
IL,2022-03-12,8593115,4258316
IL,2022-03-13,8597676,4263322
IL,2022-03-14,8601232,4267278
IL,2022-03-15,8603772,4269782
IL,2022-03-16,8609660,4275249
IL,2022-03-17,8614072,4280105
IL,2022-03-18,8604088,4282870
IL,2022-03-19,8609441,4287915
IL,2022-03-20,8613810,4293555
IL,2022-03-21,8616917,4297981
IL,2022-03-22,8619967,4301063
IL,2022-03-23,8627058,4306166
IL,2022-03-24,8633065,4312133
IL,2022-03-25,8626245,4315901
IL,2022-03-26,8631343,4321377
IL,2022-03-27,8636992,4326931
IL,2022-03-28,8638792,4329868
IL,2022-03-29,8640545,4332157
IL,2022-03-30,8642870,4334987
IL,2022-03-31,8646386,4339117
IN,2022-01-01,3504434,1247080
IN,2022-01-02,3504434,1247080
IN,2022-01-03,3504647,1247296
IN,2022-01-04,3505345,1249701
IN,2022-01-05,3508138,1259835
IN,2022-01-06,3511958,1276569
IN,2022-01-07,3515632,1292843
IN,2022-01-08,3518662,1309002
IN,2022-01-09,3522673,1326537
IN,2022-01-10,3525275,1338418
IN,2022-01-11,3526696,1344751
IN,2022-01-12,3529617,1355552
IN,2022-01-13,3533415,1369113
IN,2022-01-14,3536939,1382754
IN,2022-01-15,3539888,1397709
IN,2022-01-16,3545666,1426006
IN,2022-01-17,3547080,1436003
IN,2022-01-18,3547865,1441083
IN,2022-01-19,3555978,1448536
IN,2022-01-20,3559019,1457827
IN,2022-01-21,3562178,1466889
IN,2022-01-22,3563947,1475279
IN,2022-01-23,3565690,1484515
IN,2022-01-24,3566794,1490661
IN,2022-01-25,3567525,1494279
IN,2022-01-26,3569870,1499655
IN,2022-01-27,3573081,1506282
IN,2022-01-28,3576424,1512364
IN,2022-01-29,3579233,1518384
IN,2022-01-30,3582328,1524902
IN,2022-01-31,3584637,1529559
IN,2022-02-01,3585903,1532025
IN,2022-02-02,3588572,1536407
IN,2022-02-03,3591649,1541313
IN,2022-02-04,3593956,1544868
IN,2022-02-05,3595100,1546185
IN,2022-02-06,3596756,1547921
IN,2022-02-07,3598884,1550180
IN,2022-02-08,3600317,1551600
IN,2022-02-09,3602565,1554406
IN,2022-02-10,3605880,1557964
IN,2022-02-11,3608765,1561722
IN,2022-02-12,3611545,1565168
IN,2022-02-13,3614689,1568696
IN,2022-02-14,3616768,1571163
IN,2022-02-15,3617884,1572543
IN,2022-02-16,3619577,1574784
IN,2022-02-17,3622333,1577931
IN,2022-02-18,3624631,1580901
IN,2022-02-19,3626718,1583727
IN,2022-02-20,3626801,1583815
IN,2022-02-21,3626848,1583846
IN,2022-02-22,3630023,1588023
IN,2022-02-23,3631606,1590368
IN,2022-02-24,3633484,1593175
IN,2022-02-25,3635082,1595869
IN,2022-02-26,3636535,1598505
IN,2022-02-27,3637879,1601190
IN,2022-02-28,3638868,1602941
IN,2022-03-01,3639521,1604034
IN,2022-03-02,3640808,1606130
IN,2022-03-03,3642282,1608391
IN,2022-03-04,3643736,1610566
IN,2022-03-05,3645141,1612622
IN,2022-03-06,3646668,1614628
IN,2022-03-07,3647650,1615909
IN,2022-03-08,3648150,1616578
IN,2022-03-09,3649165,1617959
IN,2022-03-10,3650556,1619856
IN,2022-03-11,3651770,1621503
IN,2022-03-12,3653342,1624173
IN,2022-03-13,3654735,1626022
IN,2022-03-14,3655400,1627003
IN,2022-03-15,3655889,1627568
IN,2022-03-16,3656889,1629049
IN,2022-03-17,3658109,1630832
IN,2022-03-18,3659074,1632469
IN,2022-03-19,3660118,1634299
IN,2022-03-20,3661175,1635988
IN,2022-03-21,3661759,1637087
IN,2022-03-22,3662107,1637696
IN,2022-03-23,3662904,1639214
IN,2022-03-24,3663884,1641169
IN,2022-03-25,3664681,1642635
IN,2022-03-26,3665679,1644365
IN,2022-03-27,3666967,1647015
IN,2022-03-28,3667516,1647981
IN,2022-03-29,3667859,1648441
IN,2022-03-30,3668527,1649669
IN,2022-03-31,3669304,1651015
KS,2022-01-01,1663083,561913
KS,2022-01-02,1663083,561913
KS,2022-01-03,1663120,561952
KS,2022-01-04,1666787,574939
KS,2022-01-05,1668327,578949
KS,2022-01-06,1670135,584493
KS,2022-01-07,1671918,589819
KS,2022-01-08,1673738,595517
KS,2022-01-09,1675748,602221
KS,2022-01-10,1676945,606114
KS,2022-01-11,1677920,608518
KS,2022-01-12,1679349,613242
KS,2022-01-13,1681521,619022
KS,2022-01-14,1683502,624285
KS,2022-01-15,1685338,630718
KS,2022-01-16,1685416,630933
KS,2022-01-17,1686030,634380
KS,2022-01-18,1686060,634430
KS,2022-01-19,1703309,645062
KS,2022-01-20,1705942,650768
KS,2022-01-21,1708028,654932
KS,2022-01-22,1709698,658727
KS,2022-01-23,1711308,662766
